"Date","Scheduled_Start","Scheduled_End","Actual_Start","Actual_End","Machine_ID","Job_ID","Operation_Type","Material_Used","Processing_Time","Energy_Consumption","Machine_Availability","Job_Status","Optimization_Category"
"21/03/2023","03:40:00","05:40:00","04:06:00","06:06:00","M02","J407","Drilling","4.92","120","11.91","90","Delayed","Low Efficiency"
"21/03/2023","03:50:00","04:44:00","03:52:00","04:46:00","M03","J408","Drilling","1.42","54","7.62","88","Completed","High Efficiency"
"21/03/2023","04:00:00","04:31:00","04:14:00","04:45:00","M05","J409","Grinding","2.94","31","12.64","84","Delayed","Low Efficiency"
"21/03/2023","04:10:00","05:43:00","04:14:00","05:47:00","M05","J410","Milling","3.4","93","2.77","91","Completed","High Efficiency"
"21/03/2023","04:20:00","05:56:00","04:44:00","06:20:00","M03","J411","Grinding","2.37","96","12.16","91","Delayed","Low Efficiency"
"21/03/2023","04:30:00","05:16:00","04:47:00","05:33:00","M01","J412","Lathe","4.53","46","2.94","83","Delayed","Low Efficiency"
"21/03/2023","04:40:00","05:02:00","04:39:00","05:01:00","M04","J413","Grinding","1.53","22","4.23","98","Completed","Low Efficiency"
"21/03/2023","04:50:00","05:21:00","05:03:00","05:34:00","M03","J414","Grinding","3.26","31","2.08","90","Delayed","Low Efficiency"
"21/03/2023","05:00:00","05:33:00","05:25:00","05:58:00","M02","J415","Lathe","1.15","33","7.35","92","Delayed","Low Efficiency"
"21/03/2023","05:10:00","06:57:00","05:05:00","06:52:00","M01","J416","Additive","3.38","107","11.97","97","Completed","Low Efficiency"
"21/03/2023","05:20:00","06:10:00","05:20:00","06:10:00","M01","J417","Drilling","4.98","50","6.94","91","Failed","Low Efficiency"
"21/03/2023","05:30:00","06:10:00","05:32:00","06:12:00","M04","J418","Grinding","1.35","40","8.17","86","Completed","High Efficiency"
"21/03/2023","05:40:00","06:23:00","05:43:00","06:26:00","M05","J419","Lathe","1.3","43","13.53","80","Completed","Moderate Efficiency"
"21/03/2023","05:50:00","07:45:00","05:47:00","07:42:00","M02","J420","Additive","3.69","115","12.24","85","Completed","Low Efficiency"
"21/03/2023","06:00:00","07:36:00","05:56:00","07:32:00","M02","J421","Milling","4.3","96","9.69","82","Completed","Low Efficiency"
"21/03/2023","06:10:00","08:09:00","06:08:00","08:07:00","M01","J422","Additive","1.49","119","6.31","87","Completed","Low Efficiency"
"21/03/2023","06:20:00","08:05:00","06:35:00","08:20:00","M05","J423","Grinding","3.04","105","12.92","89","Delayed","Low Efficiency"
"21/03/2023","06:30:00","07:34:00","06:30:00","07:34:00","M01","J424","Milling","1.35","64","8.93","86","Failed","Low Efficiency"
"21/03/2023","06:40:00","08:30:00","06:58:00","08:48:00","M02","J425","Drilling","4.96","110","10.48","91","Delayed","Low Efficiency"
"21/03/2023","06:50:00","08:04:00","07:17:00","08:31:00","M05","J426","Milling","4.02","74","7.11","92","Delayed","Low Efficiency"
"21/03/2023","07:00:00","08:04:00","06:56:00","08:00:00","M05","J427","Milling","3.79","64","10.25","98","Completed","Low Efficiency"
"21/03/2023","07:10:00","07:47:00","07:09:00","07:46:00","M05","J428","Milling","3.22","37","11.13","88","Completed","Low Efficiency"
"21/03/2023","07:20:00","08:20:00","07:19:00","08:19:00","M01","J429","Drilling","4.36","60","13.16","89","Completed","Low Efficiency"
"21/03/2023","07:30:00","08:14:00","07:31:00","08:15:00","M05","J430","Lathe","3.39","44","12.69","85","Completed","Moderate Efficiency"
"21/03/2023","07:40:00","08:28:00","07:39:00","08:27:00","M01","J431","Grinding","2.09","48","2.15","82","Completed","Low Efficiency"
"21/03/2023","07:50:00","09:35:00","08:03:00","09:48:00","M03","J432","Lathe","3.14","105","12.39","96","Delayed","Low Efficiency"
"21/03/2023","08:00:00","08:46:00","07:56:00","08:42:00","M04","J433","Milling","1.52","46","9.54","89","Completed","Low Efficiency"
"21/03/2023","08:10:00","09:37:00","08:13:00","09:40:00","M05","J434","Grinding","3.21","87","14.22","80","Completed","Moderate Efficiency"
"21/03/2023","08:20:00","09:11:00","08:25:00","09:16:00","M02","J435","Grinding","4.42","51","4.84","80","Completed","High Efficiency"
"21/03/2023","08:30:00","09:29:00","08:49:00","09:48:00","M04","J436","Drilling","3.55","59","3.27","98","Delayed","Low Efficiency"
"21/03/2023","08:40:00","09:37:00","08:39:00","09:36:00","M05","J437","Additive","4.6","57","11.57","88","Completed","Low Efficiency"
"21/03/2023","08:50:00","10:39:00","09:16:00","11:05:00","M04","J438","Drilling","4.6","109","14.03","83","Delayed","Low Efficiency"
"21/03/2023","09:00:00","10:55:00","09:30:00","11:25:00","M02","J439","Drilling","3.4","115","7.11","97","Delayed","Low Efficiency"
"21/03/2023","09:10:00","10:48:00","09:14:00","10:52:00","M04","J440","Lathe","3.57","98","2.65","80","Completed","High Efficiency"
"21/03/2023","09:20:00","10:22:00","09:20:00","10:22:00","M04","J441","Drilling","2.83","62","4.8","86","Failed","Low Efficiency"
"21/03/2023","09:30:00","11:07:00","09:27:00","11:04:00","M05","J442","Drilling","2.77","97","3.62","87","Completed","Low Efficiency"
"21/03/2023","09:40:00","11:29:00","09:41:00","11:30:00","M03","J443","Lathe","2.1","109","12.1","97","Completed","Moderate Efficiency"
"21/03/2023","09:50:00","10:46:00","09:54:00","10:50:00","M03","J444","Grinding","4.32","56","14.6","83","Completed","Moderate Efficiency"
"21/03/2023","10:00:00","10:56:00","09:56:00","10:52:00","M04","J445","Lathe","3.54","56","5.06","98","Completed","Low Efficiency"
"21/03/2023","10:10:00","11:12:00","10:10:00","11:12:00","M03","J446","Lathe","2.2","62","10.68","97","Failed","Low Efficiency"
"21/03/2023","10:20:00","11:33:00","10:20:00","11:33:00","M01","J447","Milling","3.02","73","3.13","87","Completed","Optimal Efficiency"
"21/03/2023","10:30:00","11:24:00","10:33:00","11:27:00","M05","J448","Drilling","4.17","54","12.99","84","Completed","Moderate Efficiency"
"21/03/2023","10:40:00","12:38:00","10:40:00","12:38:00","M01","J449","Grinding","4.65","118","3.42","89","Completed","High Efficiency"
"21/03/2023","10:50:00","12:25:00","11:16:00","12:51:00","M05","J450","Milling","4.11","95","4.55","92","Delayed","Low Efficiency"
"21/03/2023","11:00:00","12:49:00","11:10:00","12:59:00","M01","J451","Grinding","4.92","109","9.01","92","Delayed","Low Efficiency"
"21/03/2023","11:10:00","13:00:00","11:15:00","13:05:00","M02","J452","Drilling","1.82","110","7.81","99","Completed","Moderate Efficiency"
"21/03/2023","11:20:00","13:13:00","11:24:00","13:17:00","M03","J453","Additive","3.78","113","5.09","91","Completed","High Efficiency"
"21/03/2023","11:30:00","12:25:00","11:52:00","12:47:00","M03","J454","Additive","4.44","55","6.99","91","Delayed","Low Efficiency"
"21/03/2023","11:40:00","13:27:00","11:42:00","13:29:00","M01","J455","Grinding","3.88","107","2.35","92","Completed","High Efficiency"
"21/03/2023","11:50:00","13:05:00","12:15:00","13:30:00","M05","J456","Drilling","4.58","75","7.59","83","Delayed","Low Efficiency"
"21/03/2023","12:00:00","13:41:00","12:28:00","14:09:00","M02","J457","Additive","4.92","101","14.23","93","Delayed","Low Efficiency"
"21/03/2023","12:10:00","14:00:00","12:09:00","13:59:00","M03","J458","Grinding","4.18","110","12.73","85","Completed","Low Efficiency"
"21/03/2023","12:20:00","13:53:00","12:21:00","13:54:00","M02","J459","Grinding","4.68","93","10.61","83","Completed","Moderate Efficiency"
"21/03/2023","12:30:00","14:15:00","12:28:00","14:13:00","M04","J460","Grinding","4.89","105","4.74","87","Completed","Low Efficiency"
"21/03/2023","12:40:00","13:30:00","12:41:00","13:31:00","M02","J461","Drilling","4.06","50","9.95","97","Completed","Moderate Efficiency"
"21/03/2023","12:50:00","13:36:00","13:02:00","13:48:00","M05","J462","Grinding","4.34","46","7.51","80","Delayed","Low Efficiency"
"21/03/2023","13:00:00","13:28:00","12:55:00","13:23:00","M02","J463","Grinding","2.31","28","13.03","80","Completed","Low Efficiency"
"21/03/2023","13:10:00","14:42:00","13:05:00","14:37:00","M02","J464","Lathe","1.46","92","2.84","98","Completed","Low Efficiency"
"21/03/2023","13:20:00","13:48:00","13:20:00","13:48:00","M01","J465","Milling","4.19","28","2.46","89","Failed","Low Efficiency"
"21/03/2023","13:30:00","13:51:00","13:30:00","13:51:00","M01","J466","Milling","4.8","21","11.49","83","Completed","Moderate Efficiency"
"21/03/2023","13:40:00","14:17:00","13:38:00","14:15:00","M01","J467","Grinding","1.76","37","10.63","97","Completed","Low Efficiency"
"21/03/2023","13:50:00","14:32:00","13:49:00","14:31:00","M05","J468","Milling","1.8","42","9.42","82","Completed","Low Efficiency"
"21/03/2023","14:00:00","15:59:00","14:00:00","15:59:00","M04","J469","Additive","4.17","119","9.17","92","Completed","High Efficiency"
"21/03/2023","14:10:00","15:06:00","14:14:00","15:10:00","M05","J470","Drilling","1.8","56","11.98","87","Completed","Moderate Efficiency"
"21/03/2023","14:20:00","14:42:00","14:25:00","14:47:00","M01","J471","Lathe","1.72","22","2.3","90","Completed","High Efficiency"
"21/03/2023","14:30:00","15:49:00","14:26:00","15:45:00","M02","J472","Grinding","4.92","79","7.54","98","Completed","Low Efficiency"
"21/03/2023","14:40:00","16:00:00","14:35:00","15:55:00","M04","J473","Lathe","3.84","80","12.21","81","Completed","Low Efficiency"
"21/03/2023","14:50:00","15:42:00","15:20:00","16:12:00","M04","J474","Grinding","2.98","52","5.65","82","Delayed","Low Efficiency"
"21/03/2023","15:00:00","16:46:00","15:04:00","16:50:00","M01","J475","Lathe","2.07","106","8.41","95","Completed","Moderate Efficiency"
"21/03/2023","15:10:00","16:33:00","15:13:00","16:36:00","M02","J476","Lathe","2.88","83","4.14","86","Completed","High Efficiency"
"21/03/2023","15:20:00","15:55:00","15:15:00","15:50:00","M01","J477","Drilling","1.23","35","14.52","98","Completed","Low Efficiency"
"21/03/2023","15:30:00","16:04:00","15:57:00","16:31:00","M05","J478","Milling","3.89","34","7.69","90","Delayed","Low Efficiency"
"21/03/2023","15:40:00","16:46:00","15:44:00","16:50:00","M02","J479","Milling","4.82","66","3.68","97","Completed","High Efficiency"
"21/03/2023","15:50:00","16:44:00","15:45:00","16:39:00","M01","J480","Grinding","2.3","54","5.21","81","Completed","Low Efficiency"
"21/03/2023","16:00:00","16:38:00","16:20:00","16:58:00","M01","J481","Grinding","1.84","38","8.81","80","Delayed","Low Efficiency"
"21/03/2023","16:10:00","17:23:00","16:12:00","17:25:00","M02","J482","Additive","2.88","73","5.99","91","Completed","High Efficiency"
"21/03/2023","16:20:00","16:53:00","16:17:00","16:50:00","M03","J483","Milling","4","33","3.04","83","Completed","Low Efficiency"
"21/03/2023","16:30:00","18:21:00","16:25:00","18:16:00","M04","J484","Additive","1.43","111","6.81","90","Completed","Low Efficiency"
"21/03/2023","16:40:00","17:14:00","16:36:00","17:10:00","M03","J485","Lathe","3.38","34","9","95","Completed","Low Efficiency"
"21/03/2023","16:50:00","17:43:00","16:48:00","17:41:00","M03","J486","Grinding","2.91","53","8.12","84","Completed","Low Efficiency"
"21/03/2023","17:00:00","18:40:00","17:27:00","19:07:00","M01","J487","Lathe","3.23","100","9.22","93","Delayed","Low Efficiency"
"21/03/2023","17:10:00","18:45:00","17:15:00","18:50:00","M05","J488","Milling","2.1","95","5.58","92","Completed","High Efficiency"
"21/03/2023","17:20:00","17:57:00","17:22:00","17:59:00","M04","J489","Lathe","1.82","37","4.17","93","Completed","High Efficiency"
"21/03/2023","17:30:00","18:51:00","17:31:00","18:52:00","M05","J490","Grinding","1.69","81","5.42","95","Completed","High Efficiency"
"21/03/2023","17:40:00","18:16:00","17:40:00","18:16:00","M01","J491","Milling","3.67","36","13.87","91","Completed","Moderate Efficiency"
"21/03/2023","17:50:00","18:55:00","17:52:00","18:57:00","M04","J492","Additive","3.69","65","5.53","91","Completed","High Efficiency"
"21/03/2023","18:00:00","19:40:00","18:04:00","19:44:00","M02","J493","Additive","4.47","100","9.82","81","Completed","Moderate Efficiency"
"21/03/2023","18:10:00","19:21:00","18:33:00","19:44:00","M05","J494","Milling","1.21","71","6.85","91","Delayed","Low Efficiency"
"21/03/2023","18:20:00","19:04:00","18:20:00","19:04:00","M01","J495","Drilling","2.42","44","6.16","92","Completed","High Efficiency"
"21/03/2023","18:30:00","19:08:00","18:30:00","19:08:00","M04","J496","Milling","3.58","38","8.37","81","Failed","Low Efficiency"
"21/03/2023","18:40:00","19:03:00","18:41:00","19:04:00","M01","J497","Drilling","4.94","23","10.07","92","Completed","Moderate Efficiency"
"21/03/2023","18:50:00","20:27:00","18:53:00","20:30:00","M01","J498","Drilling","2.27","97","8.17","85","Completed","Moderate Efficiency"
"21/03/2023","19:00:00","20:09:00","19:04:00","20:13:00","M05","J499","Grinding","4.3","69","8.55","88","Completed","Moderate Efficiency"
"21/03/2023","19:10:00","19:58:00","19:10:00","19:58:00","M03","J500","Additive","1.39","48","9.05","86","Failed","Low Efficiency"
"21/03/2023","19:20:00","20:08:00","19:20:00","20:08:00","M02","J501","Lathe","1.3","48","6.1","91","Completed","High Efficiency"
"21/03/2023","19:30:00","21:01:00","19:51:00","21:22:00","M05","J502","Milling","3.91","91","10.83","92","Delayed","Low Efficiency"
"21/03/2023","19:40:00","21:10:00","19:39:00","21:09:00","M01","J503","Additive","1.76","90","14.29","83","Completed","Low Efficiency"
"21/03/2023","19:50:00","21:11:00","20:06:00","21:27:00","M01","J504","Lathe","2.22","81","13.88","89","Delayed","Low Efficiency"
"21/03/2023","20:00:00","21:14:00","19:55:00","21:09:00","M02","J505","Milling","1.28","74","13.58","90","Completed","Low Efficiency"
"21/03/2023","20:10:00","22:07:00","20:08:00","22:05:00","M05","J506","Milling","3.94","117","8.99","82","Completed","Low Efficiency"
"21/03/2023","20:20:00","20:42:00","20:32:00","20:54:00","M01","J507","Drilling","1.45","22","14.51","80","Delayed","Low Efficiency"
"21/03/2023","20:30:00","21:47:00","20:58:00","22:15:00","M04","J508","Grinding","2.59","77","6.72","81","Delayed","Low Efficiency"
"21/03/2023","20:40:00","22:23:00","20:40:00","22:23:00","M03","J509","Milling","3.39","103","9.13","86","Completed","High Efficiency"
"21/03/2023","20:50:00","21:51:00","20:50:00","21:51:00","M01","J510","Drilling","4.26","61","14.14","89","Failed","Low Efficiency"
"21/03/2023","21:00:00","22:14:00","20:59:00","22:13:00","M02","J511","Grinding","1.93","74","9.07","84","Completed","Low Efficiency"
"21/03/2023","21:10:00","22:48:00","21:05:00","22:43:00","M05","J512","Additive","4.9","98","4.27","90","Completed","Low Efficiency"
"21/03/2023","21:20:00","22:32:00","21:20:00","22:32:00","M03","J513","Lathe","2.55","72","14.65","95","Failed","Low Efficiency"
"21/03/2023","21:30:00","23:26:00","21:30:00","23:26:00","M01","J514","Grinding","1.84","116","9.83","87","Failed","Low Efficiency"
"21/03/2023","21:40:00","22:20:00","22:07:00","22:47:00","M03","J515","Lathe","1.54","40","4.16","88","Delayed","Low Efficiency"
"21/03/2023","21:50:00","22:40:00","21:50:00","22:40:00","M01","J516","Drilling","4.83","50","4.77","90","Failed","Low Efficiency"
"21/03/2023","22:00:00","23:06:00","21:59:00","23:05:00","M04","J517","Lathe","4.64","66","14.84","84","Completed","Low Efficiency"
"21/03/2023","22:10:00","23:11:00","22:07:00","23:08:00","M05","J518","Lathe","2.64","61","4.09","87","Completed","Low Efficiency"
"21/03/2023","22:20:00","23:56:00","22:22:00","23:58:00","M02","J519","Drilling","3.6","96","14.32","89","Completed","Moderate Efficiency"
"21/03/2023","22:30:00","23:04:00","22:30:00","23:04:00","M04","J520","Additive","3.26","34","6.56","94","Failed","Low Efficiency"
"21/03/2023","22:40:00","23:42:00","22:35:00","23:37:00","M05","J521","Milling","4.81","62","14.46","80","Completed","Low Efficiency"
"21/03/2023","22:50:00","23:14:00","23:17:00","23:41:00","M04","J522","Lathe","2.81","24","11.99","82","Delayed","Low Efficiency"
"21/03/2023","23:00:00","23:52:00","23:02:00","23:54:00","M02","J523","Additive","1.32","52","6.94","90","Completed","High Efficiency"
"21/03/2023","23:10:00","00:12:00","23:14:00","00:16:00","M03","J524","Additive","3.18","62","10.68","96","Completed","Moderate Efficiency"
"21/03/2023","23:20:00","00:52:00","23:21:00","00:53:00","M01","J525","Milling","2.66","92","10.02","88","Completed","Moderate Efficiency"
"21/03/2023","23:30:00","00:46:00","23:25:00","00:41:00","M02","J526","Grinding","3.61","76","9.64","96","Completed","Low Efficiency"
"21/03/2023","23:40:00","00:47:00","23:39:00","00:46:00","M01","J527","Milling","1.08","67","3.15","91","Completed","Low Efficiency"
"21/03/2023","23:50:00","00:18:00","23:50:00","00:18:00","M03","J528","Grinding","3.58","28","7.02","88","Failed","Low Efficiency"
"22/03/2023","00:00:00","01:42:00","00:00:00","01:42:00","M04","J529","Drilling","4.91","102","9.47","88","Failed","Low Efficiency"
"22/03/2023","00:10:00","01:37:00","00:40:00","02:07:00","M04","J530","Milling","1.4","87","9.93","87","Delayed","Low Efficiency"
"22/03/2023","00:20:00","01:50:00","00:15:00","01:45:00","M01","J531","Grinding","1.21","90","8.86","95","Completed","Low Efficiency"
"22/03/2023","00:30:00","02:16:00","00:34:00","02:20:00","M03","J532","Additive","4.5","106","4.73","84","Completed","High Efficiency"
"22/03/2023","00:40:00","02:32:00","00:44:00","02:36:00","M01","J533","Drilling","1.54","112","6.86","93","Completed","High Efficiency"
"22/03/2023","00:50:00","01:51:00","00:51:00","01:52:00","M02","J534","Lathe","3.14","61","3.66","88","Completed","High Efficiency"
"22/03/2023","01:00:00","01:45:00","00:56:00","01:41:00","M02","J535","Drilling","4.9","45","6.96","90","Completed","Low Efficiency"
"22/03/2023","01:10:00","02:50:00","01:05:00","02:45:00","M01","J536","Grinding","2.32","100","6.97","81","Completed","Low Efficiency"
"22/03/2023","01:20:00","02:08:00","01:15:00","02:03:00","M02","J537","Lathe","3.05","48","13.96","90","Completed","Low Efficiency"
"22/03/2023","01:30:00","02:45:00","01:34:00","02:49:00","M01","J538","Lathe","1.12","75","2.16","86","Completed","High Efficiency"
"22/03/2023","01:40:00","03:36:00","01:41:00","03:37:00","M01","J539","Drilling","2.94","116","10.59","96","Completed","Moderate Efficiency"
"22/03/2023","01:50:00","02:50:00","01:55:00","02:55:00","M05","J540","Lathe","3.88","60","3.62","95","Completed","High Efficiency"
"22/03/2023","02:00:00","02:53:00","02:03:00","02:56:00","M01","J541","Additive","1.81","53","4.45","85","Completed","High Efficiency"
"22/03/2023","02:10:00","02:57:00","02:12:00","02:59:00","M03","J542","Drilling","3.57","47","13.17","89","Completed","Moderate Efficiency"
"22/03/2023","02:20:00","03:47:00","02:24:00","03:51:00","M05","J543","Lathe","2.12","87","3.37","89","Completed","High Efficiency"
"22/03/2023","02:30:00","03:59:00","02:31:00","04:00:00","M02","J544","Lathe","1.3","89","5.76","89","Completed","High Efficiency"
"22/03/2023","02:40:00","03:30:00","02:39:00","03:29:00","M05","J545","Lathe","4.19","50","6.67","89","Completed","Low Efficiency"
"22/03/2023","02:50:00","04:25:00","02:55:00","04:30:00","M04","J546","Lathe","2.77","95","7.55","81","Completed","Moderate Efficiency"
"22/03/2023","03:00:00","04:40:00","03:02:00","04:42:00","M04","J547","Lathe","2.75","100","6.39","91","Completed","High Efficiency"
"22/03/2023","03:10:00","03:31:00","03:10:00","03:31:00","M04","J548","Additive","2.81","21","5.14","91","Completed","High Efficiency"
"22/03/2023","03:20:00","04:21:00","03:15:00","04:16:00","M04","J549","Additive","1.61","61","14.7","88","Completed","Low Efficiency"
"22/03/2023","03:30:00","04:01:00","03:35:00","04:06:00","M02","J550","Lathe","2.98","31","6.28","92","Completed","High Efficiency"
"22/03/2023","03:40:00","05:05:00","03:39:00","05:04:00","M01","J551","Drilling","3.36","85","5.05","92","Completed","Low Efficiency"
"22/03/2023","03:50:00","04:58:00","03:53:00","05:01:00","M01","J552","Additive","4.76","68","11.58","86","Completed","Moderate Efficiency"
"22/03/2023","04:00:00","05:03:00","04:00:00","05:03:00","M03","J553","Lathe","3.11","63","12.39","83","Completed","Moderate Efficiency"
"22/03/2023","04:10:00","05:43:00","04:12:00","05:45:00","M04","J554","Milling","1.42","93","6.97","96","Completed","High Efficiency"
"22/03/2023","04:20:00","04:57:00","04:30:00","05:07:00","M02","J555","Additive","1.61","37","12.3","95","Delayed","Low Efficiency"
"22/03/2023","04:30:00","05:06:00","04:30:00","05:06:00","M05","J556","Additive","3.93","36","5.37","98","Failed","Low Efficiency"
"22/03/2023","04:40:00","05:24:00","04:40:00","05:24:00","M04","J557","Drilling","3.61","44","4.66","98","Completed","High Efficiency"
"22/03/2023","04:50:00","05:46:00","04:54:00","05:50:00","M03","J558","Drilling","4.07","56","8.89","87","Completed","Moderate Efficiency"
"22/03/2023","05:00:00","06:54:00","05:01:00","06:55:00","M02","J559","Lathe","1.78","114","9.67","88","Completed","Moderate Efficiency"
"22/03/2023","05:10:00","06:29:00","05:30:00","06:49:00","M01","J560","Grinding","2.66","79","12.1","82","Delayed","Low Efficiency"
"22/03/2023","05:20:00","06:04:00","05:23:00","06:07:00","M04","J561","Milling","1.65","44","8.3","88","Completed","Moderate Efficiency"
"22/03/2023","05:30:00","07:18:00","05:31:00","07:19:00","M05","J562","Lathe","3.38","108","10.49","91","Completed","Moderate Efficiency"
"22/03/2023","05:40:00","07:00:00","05:44:00","07:04:00","M05","J563","Milling","1.36","80","7.48","81","Completed","Moderate Efficiency"
"22/03/2023","05:50:00","07:42:00","05:46:00","07:38:00","M02","J564","Grinding","2.72","112","12.39","85","Completed","Low Efficiency"
"22/03/2023","06:00:00","07:50:00","06:05:00","07:55:00","M05","J565","Milling","3.16","110","13.71","95","Completed","Moderate Efficiency"
"22/03/2023","06:10:00","07:58:00","06:13:00","08:01:00","M02","J566","Grinding","2.91","108","6.09","84","Completed","High Efficiency"
"22/03/2023","06:20:00","07:48:00","06:23:00","07:51:00","M01","J567","Milling","3.42","88","7.35","97","Completed","High Efficiency"
"22/03/2023","06:30:00","07:44:00","07:00:00","08:14:00","M03","J568","Grinding","2.7","74","2.47","95","Delayed","Low Efficiency"
"22/03/2023","06:40:00","07:32:00","06:39:00","07:31:00","M02","J569","Grinding","3.08","52","10.42","96","Completed","Low Efficiency"
"22/03/2023","06:50:00","07:57:00","06:48:00","07:55:00","M03","J570","Grinding","3.17","67","13.2","91","Completed","Low Efficiency"
"22/03/2023","07:00:00","08:25:00","07:00:00","08:25:00","M03","J571","Drilling","4.71","85","8.37","97","Failed","Low Efficiency"
"22/03/2023","07:10:00","08:40:00","07:12:00","08:42:00","M04","J572","Additive","1.44","90","11.44","94","Completed","Moderate Efficiency"
"22/03/2023","07:20:00","08:30:00","07:20:00","08:30:00","M03","J573","Lathe","1.02","70","6.78","86","Failed","Low Efficiency"
"22/03/2023","07:30:00","07:53:00","07:29:00","07:52:00","M02","J574","Milling","2.31","23","5.63","98","Completed","Low Efficiency"
"22/03/2023","07:40:00","09:40:00","08:06:00","10:06:00","M05","J575","Additive","1.99","120","2.21","93","Delayed","Low Efficiency"
"22/03/2023","07:50:00","08:55:00","07:52:00","08:57:00","M03","J576","Lathe","2.29","65","3.67","87","Completed","High Efficiency"
"22/03/2023","08:00:00","09:39:00","08:20:00","09:59:00","M04","J577","Drilling","3.71","99","5.13","90","Delayed","Low Efficiency"
"22/03/2023","08:10:00","09:34:00","08:05:00","09:29:00","M03","J578","Lathe","2.88","84","4.29","90","Completed","Low Efficiency"
"22/03/2023","08:20:00","09:54:00","08:22:00","09:56:00","M03","J579","Drilling","3.36","94","13.75","86","Completed","Moderate Efficiency"
"22/03/2023","08:30:00","08:58:00","08:27:00","08:55:00","M04","J580","Milling","3.96","28","9.13","86","Completed","Low Efficiency"
"22/03/2023","08:40:00","09:47:00","08:42:00","09:49:00","M01","J581","Additive","3.37","67","11.24","98","Completed","Moderate Efficiency"
"22/03/2023","08:50:00","10:25:00","09:16:00","10:51:00","M03","J582","Grinding","2.67","95","6.41","85","Delayed","Low Efficiency"
"22/03/2023","09:00:00","09:56:00","08:57:00","09:53:00","M02","J583","Milling","4.15","56","13.47","80","Completed","Low Efficiency"
"22/03/2023","09:10:00","09:42:00","09:10:00","09:42:00","M05","J584","Additive","2.4","32","4.86","93","Failed","Low Efficiency"
"22/03/2023","09:20:00","10:01:00","09:20:00","10:01:00","M05","J585","Lathe","4.47","41","5.15","93","Failed","Low Efficiency"
"22/03/2023","09:30:00","10:58:00","09:32:00","11:00:00","M01","J586","Additive","4.59","88","10.05","82","Completed","Moderate Efficiency"
"22/03/2023","09:40:00","11:00:00","09:50:00","11:10:00","M05","J587","Additive","4.67","80","6.9","94","Delayed","Low Efficiency"
"22/03/2023","09:50:00","11:26:00","09:50:00","11:26:00","M04","J588","Grinding","3.57","96","13","98","Failed","Low Efficiency"
"22/03/2023","10:00:00","10:54:00","09:59:00","10:53:00","M03","J589","Additive","4.06","54","11.89","88","Completed","Low Efficiency"
"22/03/2023","10:10:00","12:00:00","10:08:00","11:58:00","M03","J590","Lathe","1.72","110","3.47","82","Completed","Low Efficiency"
"22/03/2023","10:20:00","11:30:00","10:20:00","11:30:00","M05","J591","Additive","1.8","70","13.68","85","Failed","Low Efficiency"
"22/03/2023","10:30:00","11:39:00","10:30:00","11:39:00","M01","J592","Milling","2.89","69","6.62","80","Failed","Low Efficiency"
"22/03/2023","10:40:00","12:07:00","10:38:00","12:05:00","M03","J593","Grinding","3.12","87","6.22","89","Completed","Low Efficiency"
"22/03/2023","10:50:00","12:14:00","10:47:00","12:11:00","M05","J594","Drilling","2.22","84","12.13","86","Completed","Low Efficiency"
"22/03/2023","11:00:00","11:26:00","10:57:00","11:23:00","M05","J595","Lathe","4.3","26","9.83","83","Completed","Low Efficiency"
"22/03/2023","11:10:00","11:31:00","11:14:00","11:35:00","M02","J596","Additive","4.69","21","3.03","91","Completed","High Efficiency"
"22/03/2023","11:20:00","12:24:00","11:24:00","12:28:00","M04","J597","Milling","3.02","64","11","88","Completed","Moderate Efficiency"
"22/03/2023","11:30:00","13:12:00","11:31:00","13:13:00","M04","J598","Additive","4.33","102","2.43","93","Completed","Optimal Efficiency"
"22/03/2023","11:40:00","13:05:00","12:08:00","13:33:00","M04","J599","Lathe","4.49","85","7.05","81","Delayed","Low Efficiency"
"22/03/2023","11:50:00","12:53:00","11:47:00","12:50:00","M01","J600","Milling","4.72","63","10.66","86","Completed","Low Efficiency"
"22/03/2023","12:00:00","13:00:00","11:55:00","12:55:00","M01","J601","Milling","3.89","60","12.62","92","Completed","Low Efficiency"
"22/03/2023","12:10:00","13:29:00","12:35:00","13:54:00","M04","J602","Lathe","4.02","79","7.93","80","Delayed","Low Efficiency"
"22/03/2023","12:20:00","13:50:00","12:20:00","13:50:00","M03","J603","Lathe","3.24","90","7.32","83","Completed","High Efficiency"
"22/03/2023","12:30:00","14:14:00","12:53:00","14:37:00","M02","J604","Grinding","4.66","104","4.99","83","Delayed","Low Efficiency"
"22/03/2023","12:40:00","13:05:00","12:43:00","13:08:00","M04","J605","Additive","1.43","25","9.27","91","Completed","Moderate Efficiency"
"22/03/2023","12:50:00","14:33:00","12:50:00","14:33:00","M01","J606","Grinding","3.62","103","11.35","94","Completed","Moderate Efficiency"
"22/03/2023","13:00:00","14:19:00","13:00:00","14:19:00","M03","J607","Milling","4.97","79","13.93","94","Failed","Low Efficiency"
"22/03/2023","13:10:00","15:08:00","13:10:00","15:08:00","M03","J608","Lathe","3.36","118","7.23","95","Failed","Low Efficiency"
"22/03/2023","13:20:00","14:45:00","13:20:00","14:45:00","M03","J609","Lathe","3.04","85","3.08","82","Failed","Low Efficiency"
"22/03/2023","13:30:00","15:26:00","13:30:00","15:26:00","M01","J610","Lathe","2.91","116","2.46","87","Failed","Low Efficiency"
